date,wilaya_code,Hypertension,Diabète_type_2,Obésité,Asthme,Cancer_du_poumon,Cancer_du_sein,Cancer_de_la_prostate,Maladie_cardiovasculaire
2017-01-01,16,133406,98068,102217,90788,53339,42825,42478,91275
2017-01-01,17,135890,98971,101691,92009,54372,41364,38346,89255
2017-01-01,18,96506,72690,71057,63024,37962,31528,31132,66203
2017-01-01,19,134200,99443,104717,89829,55748,42749,39486,94939
2017-01-01,20,94115,71588,72927,66695,39760,31520,32217,66086
2017-01-01,21,104992,75967,73452,63836,39367,29871,30842,63908
2017-01-01,22,134902,100296,99220,84837,53005,39161,39066,88967
2017-01-01,23,128799,96383,98558,87532,53152,41702,39962,93908
2017-01-01,24,95579,69447,74052,57441,39905,33417,30443,62451
2017-01-01,25,139798,96808,97238,92230,55498,37851,37268,87222
2017-01-01,26,87023,71653,72982,61798,36364,31377,30591,66021
2017-01-01,27,94613,72667,74764,67580,37020,33097,31108,65913
2017-01-01,28,103073,70565,71831,59488,40063,31799,31092,66015
2017-01-01,29,99708,70714,69084,65613,36812,33575,31053,65308
2017-01-01,30,98064,69353,71961,65399,38275,32994,30444,69635
2017-01-01,31,136198,98303,96373,83615,52463,39418,37243,90293
2017-01-01,32,51128,41542,41062,36780,25192,22665,21668,34614
2017-01-01,33,55274,39978,40329,37231,26353,22562,20858,36109
2017-01-01,34,96795,67252,78219,66440,38202,33123,28571,62981
2017-01-01,35,53350,40874,42385,37201,24985,22079,22625,34167
2017-01-01,36,52097,38853,42452,38130,25413,23225,21496,36399
2017-01-01,37,54169,41786,41235,35249,25033,22370,21293,38070
2017-01-01,38,53232,40795,39360,36871,25063,22867,21286,35342
2017-01-01,39,102762,75194,71999,63267,38567,33194,30561,67307
2017-01-01,40,97200,71693,74575,60316,38977,34357,31798,64678
2017-01-01,41,93952,74856,73569,63810,36947,31573,30020,67834
2017-01-01,42,53670,39391,41244,34437,24785,22068,21521,37824
2017-01-01,43,56387,39648,39202,34924,23359,21977,21210,34199
2017-01-01,44,54766,39241,40872,34770,25367,22365,22274,38394
2017-01-01,45,52589,39522,39634,35496,24460,22610,21213,38074
2017-01-01,46,53793,40101,41445,36586,25251,22097,20163,36282
2017-01-01,47,97575,69905,76546,61003,38528,33321,28682,68410
2017-01-01,48,92820,70142,70220,67944,38514,30681,30758,64065
2017-01-01,49,53881,39782,42154,34477,24199,22866,21581,36194
2017-01-01,50,54010,38622,39857,33147,25178,22369,21378,37217
2017-01-01,51,52428,37745,38473,34520,26120,21296,21365,37018
2017-01-01,52,53715,40088,42316,32665,24819,22445,20949,39335
2017-01-01,53,51396,39007,40524,38011,24536,22271,21614,36345
2017-01-01,54,50900,37413,39949,35595,25383,23585,22182,36626
2017-01-01,55,51985,39378,42509,34957,23834,22274,22428,34737
2017-01-01,56,54127,38134,41443,36324,24506,23264,22089,35730
2017-01-01,57,54931,41838,39923,35306,24682,22071,21698,34687
2017-01-01,58,53336,41987,42158,36457,25043,21764,21280,35630
2017-02-01,1,52637,37622,36591,36412,23714,22321,22607,33677
2017-02-01,2,99406,69302,69128,58639,38555,30121,28791,61285
2017-02-01,3,97569,72237,63598,63155,39871,31268,30819,59929
2017-02-01,4,133123,98421,96644,85189,52472,39435,39833,85923
2017-02-01,5,135731,102522,88588,79615,50453,38662,39579,86714
2017-02-01,6,90501,73646,70545,56381,40218,34056,31655,57772
2017-02-01,7,136011,99836,93443,85565,54992,40546,36574,85740
2017-02-01,8,50911,38583,37203,32649,24868,22717,22150,31341
2017-02-01,9,145398,103769,93803,81423,53273,38991,38955,84723
2017-02-01,10,96393,69028,65115,61060,40333,33777,31917,56887
2017-02-01,11,52373,38299,38235,32704,25932,23068,21410,34648
2017-02-01,12,140872,100891,89571,82212,53955,39371,39072,83703
2017-02-01,13,95275,70326,67958,60672,37908,32524,30003,61300
2017-02-01,14,97870,72024,63380,57899,40287,31660,32528,59962
2017-02-01,15,98340,75069,68019,62775,36793,31511,31812,60784
2017-02-01,16,137964,101756,99255,81792,55988,41311,38948,83417
2017-02-01,17,136458,98180,89376,87762,51765,40500,39894,89732
2017-02-01,18,93088,71767,67930,60262,39485,33367,31805,63683
2017-02-01,19,133813,93595,94220,84315,52699,41207,37539,83103
2017-02-01,20,100710,74252,66768,61178,38794,31895,31833,63766
2017-02-01,21,98392,68445,68293,60658,36742,30573,31755,58014
2017-02-01,22,128804,101846,93596,78625,51326,39554,39841,88334
2017-02-01,23,128452,97616,90527,81479,49514,40183,38935,82801
2017-02-01,24,98068,69564,64266,59457,37938,31256,30031,61196
2017-02-01,25,139340,99942,90092,80322,55191,40775,38836,83804
2017-02-01,26,92770,73546,71838,59229,40053,31513,30167,58575
2017-02-01,27,103225,71542,66071,57203,37850,32333,31523,60729
2017-02-01,28,98603,72383,67841,57354,40353,32379,31721,59585
2017-02-01,29,98809,75236,66471,59342,38493,32898,30695,61580
2017-02-01,30,90291,70949,66596,56987,39714,32423,31192,58151
2017-02-01,31,139824,94315,94211,88027,55569,38889,38873,85007
2017-02-01,32,53210,40326,38780,33970,24481,21665,21775,34021
2017-02-01,33,52567,37910,37547,33149,25125,22497,21839,33311
2017-02-01,34,96389,69697,67197,60940,36948,30256,29912,63006
2017-02-01,35,52324,41866,38702,33132,25643,21664,22087,33316
2017-02-01,36,51918,39489,35795,31812,24123,22123,21816,34245
2017-02-01,37,53789,40022,37052,33605,23678,21653,21691,33043
2017-02-01,38,51320,39854,38096,31494,23856,22259,21684,34252
2017-02-01,39,90952,66868,66351,59828,40029,31860,32347,58319
2017-02-01,40,99907,74559,70828,60314,39649,32311,31396,59407
2017-02-01,41,97392,70735,65497,56984,40997,29809,31764,64228
2017-02-01,42,55533,39225,36179,33191,25446,22493,21621,36014
2017-02-01,43,55570,40209,37753,32178,26439,21644,20940,34797
2017-02-01,44,51329,40046,37968,32717,24711,21910,22053,33783
2017-02-01,45,55791,36835,38280,30375,25309,21822,22360,32099
2017-02-01,46,56293,39344,36743,31507,24960,22442,21489,32538
2017-02-01,47,90797,68135,64920,59396,37676,33125,31061,58540
2017-02-01,48,93130,75702,66796,62065,38721,31064,31546,60633
2017-02-01,49,52337,39724,38198,33574,25833,23348,21266,32793
2017-02-01,50,50742,39889,38105,35257,25307,22440,21759,34369
2017-02-01,51,52038,43085,35502,34560,25678,22102,21137,35150
2017-02-01,52,53589,39733,37429,34811,26280,22352,21925,31962
2017-02-01,53,51693,40053,35806,32293,25634,22072,21520,32878
2017-02-01,54,52221,41129,37388,32967,25033,22416,20953,35543
2017-02-01,55,53841,39287,36992,33763,24171,21924,21352,36173
2017-02-01,56,51211,37902,37886,32471,26265,20892,20770,33309
2017-02-01,57,56270,38070,35869,32261,25447,22031,22287,33710
2017-02-01,58,54192,41644,36899,34379,24139,21697,21491,31507
2017-03-01,1,51708,41595,33584,31807,25672,22654,22099,32199
2017-03-01,2,90794,69878,61616,56090,39733,31741,30926,56565
2017-03-01,3,87565,74320,58486,54707,38238,30420,31248,55292
2017-03-01,4,136548,97994,85404,80175,52196,42071,38424,81852
2017-03-01,5,120284,95030,83462,71081,51596,38618,39664,78132
2017-03-01,6,87179,68761,60205,54131,37039,32081,29838,55918
2017-03-01,7,124761,92967,82705,75302,52722,39580,37349,77964
2017-03-01,8,47973,41496,32214,29261,24721,21919,21806,30298
2017-03-01,9,127410,103837,83387,75037,53107,38281,39338,75697
2017-03-01,10,91910,73313,58950,51684,36494,32626,29832,54296
2017-03-01,11,48798,40097,33920,29484,24804,22530,21649,31252
2017-03-01,12,122217,102698,82016,76224,57182,41447,38154,80297
2017-03-01,13,87093,70889,60637,50462,38612,35231,31414,56221
2017-03-01,14,89773,67796,59997,54207,39066,30990,29352,57529
2017-03-01,15,84967,77274,59043,53952,37615,30027,31851,54402
2017-03-01,16,117120,100894,85739,72204,52020,38244,40145,69802
2017-03-01,17,126189,101480,86869,76015,52574,41302,39892,75755
2017-03-01,18,89186,75878,63917,57207,38711,33098,28672,51505
2017-03-01,19,116846,100239,87880,78292,51647,37896,38854,74894
2017-03-01,20,91612,73655,60139,54620,36549,31696,31857,53592
2017-03-01,21,92908,72842,61104,53966,37796,31523,30773,55663
2017-03-01,22,123040,102383,86397,74660,56789,38545,36953,73899
2017-03-01,23,123062,98264,86597,76627,53605,43256,36484,74985
2017-03-01,24,92009,71162,60975,54817,41917,31481,31155,54410
2017-03-01,25,119344,100430,87312,76392,49420,41033,39412,77408
2017-03-01,26,91509,73426,59802,54801,38978,29925,30268,54764
2017-03-01,27,88164,71984,59508,55808,39078,32878,31331,56899
2017-03-01,28,88701,75685,60709,55558,37683,33381,31010,55305
2017-03-01,29,89355,74829,62066,58301,37732,31960,30658,55079
2017-03-01,30,83723,71006,64908,54380,39223,32601,30583,57200
2017-03-01,31,123241,87182,87737,74824,53067,39826,39577,79330
2017-03-01,32,51335,40637,34158,29736,25207,21923,20861,29717
2017-03-01,33,48390,39081,31343,28856,24156,22159,21894,28792
2017-03-01,34,89360,76166,59808,51555,37702,33427,29910,55156
2017-03-01,35,47558,40813,33068,30293,24867,22501,22337,31085
2017-03-01,36,45474,39209,31926,29096,24666,23005,20887,32087
2017-03-01,37,49237,38058,35007,28246,25384,21503,20568,32808
2017-03-01,38,46680,41897,33464,29127,25848,21879,21778,31708
2017-03-01,39,85722,72319,58754,54758,38068,31422,30067,54748
2017-03-01,40,88676,75369,62434,51731,39144,32148,30203,55183
2017-03-01,41,86413,73937,59859,54626,39534,31612,30923,55286
2017-03-01,42,49281,38592,34062,31587,24893,22069,22003,31889
2017-03-01,43,48448,39980,31152,30929,24855,22910,21642,31114
2017-03-01,44,47594,38329,30756,29911,25912,21636,21646,29663
2017-03-01,45,49111,40135,33098,30599,25716,22402,21537,32537
2017-03-01,46,50819,38286,32988,30769,25125,22849,21806,29748
2017-03-01,47,87129,70990,60851,52638,37346,31580,29384,56305
2017-03-01,48,96178,72607,59856,54553,38550,31280,31377,57116
2017-03-01,49,50333,38460,33080,31816,23794,21471,20437,30801
2017-03-01,50,49017,39402,33030,30026,23646,22724,21736,31736
2017-03-01,51,49439,40399,35322,31937,24729,22895,21978,31217
2017-03-01,52,49708,39435,35927,29653,24465,21351,20890,31199
2017-03-01,53,48576,38263,31593,32625,25542,21940,20981,30713
2017-03-01,54,48494,40200,34212,31496,25900,23345,22856,29695
2017-03-01,55,47700,39765,33970,30919,25027,21995,21573,30137
2017-03-01,56,47414,40563,33874,30504,23902,22855,21095,30817
2017-03-01,57,48746,40158,33361,28230,24788,21852,21237,30681
2017-03-01,58,48914,40130,32205,33098,24915,22446,21903,30486
2017-04-01,1,42262,40642,30513,26597,24214,23009,22599,27748
2017-04-01,2,80022,71387,54158,52121,38988,30840,31379,52504
2017-04-01,3,79276,70832,55737,49094,41225,31122,30713,51188
2017-04-01,4,100378,92370,82647,70877,50972,42267,39877,69630
2017-04-01,5,106538,100759,78004,71150,55112,43703,38015,73462
2017-04-01,6,82619,73554,54169,51114,38101,33141,30362,49199
2017-04-01,7,112380,97516,70395,67270,47215,42710,40518,69016
2017-04-01,8,43734,40940,29940,26280,24122,22656,22064,27401
2017-04-01,9,110783,98863,77807,66074,54925,38246,39019,66771
2017-04-01,10,76974,70596,54696,49023,38704,32345,29456,52111
2017-04-01,11,43377,38950,28934,29949,25118,23081,20568,28216
2017-04-01,12,108919,100494,77539,70976,54794,40501,37783,68560
2017-04-01,13,77413,74221,54727,51520,37782,33015,32247,48319
2017-04-01,14,81660,70312,55260,50176,40395,32233,32145,51255
2017-04-01,15,77626,72396,54259,49680,37434,30979,32792,50820
2017-04-01,16,112645,102877,76177,67431,51955,40818,37120,68686
2017-04-01,17,108803,99953,74356,70357,50128,42001,38050,70872
2017-04-01,18,73746,75585,55276,50590,39409,32644,30809,48386
2017-04-01,19,118532,98412,71433,68644,53760,40548,38310,62956
2017-04-01,20,81802,70964,53034,48745,36636,31637,31039,49959
2017-04-01,21,82632,71970,54384,50019,37727,32617,30526,52164
2017-04-01,22,113827,95247,76757,69650,53515,40423,41428,71335
2017-04-01,23,111197,103978,73948,69118,54202,42614,38773,69887
2017-04-01,24,73192,72338,55109,49660,38377,31902,30150,47704
2017-04-01,25,113743,98955,78287,72574,52728,38873,37197,68694
2017-04-01,26,77159,71020,57961,51293,37624,32369,29877,49242
2017-04-01,27,84069,71393,55579,48157,38599,31742,32171,52850
2017-04-01,28,86174,76499,53350,47911,39125,32307,32803,51684
2017-04-01,29,77036,72261,53128,50606,41442,33743,30578,47925
2017-04-01,30,75750,71728,54458,50255,38475,32431,31083,50487
2017-04-01,31,105577,101455,71953,71248,55226,43105,39888,67508
2017-04-01,32,43822,40485,30655,27298,24450,23907,22637,27810
2017-04-01,33,42694,38378,30953,28488,26467,22580,21992,28421
2017-04-01,34,78325,76221,57534,50172,38936,33597,31908,49708
2017-04-01,35,45594,41514,30300,29541,25337,21680,21701,27952
2017-04-01,36,44218,38296,31177,28921,25429,22590,21108,28266
2017-04-01,37,43553,38190,29643,27296,25971,21745,22738,30563
2017-04-01,38,44808,38154,30317,27456,26601,22042,22113,27472
2017-04-01,39,75733,71114,53933,52392,40116,30824,30700,51522
2017-04-01,40,80044,75237,54438,48872,38742,32507,31026,49488
2017-04-01,41,77326,69335,57205,49946,36209,30655,30370,47462
2017-04-01,42,44739,38403,32041,27841,24677,21514,21660,27589
2017-04-01,43,43079,41445,30110,28293,26121,22528,20967,28251
2017-04-01,44,43493,39981,30915,27758,25408,22142,22116,27164
2017-04-01,45,43872,42006,31265,27404,25848,23467,21399,27586
2017-04-01,46,40422,41763,30687,27233,24035,23316,21870,26916
2017-04-01,47,78091,70024,56353,48246,39682,32960,30299,51693
2017-04-01,48,78370,73227,55857,49733,37757,30550,33001,51269
2017-04-01,49,42838,38127,29052,26865,24514,22406,23379,27223
2017-04-01,50,40337,43024,30518,29106,25366,21345,22031,26699
2017-04-01,51,44745,39542,31177,28208,25200,22391,22113,26816
2017-04-01,52,43938,38481,30681,29203,25419,22328,21624,28343
2017-04-01,53,44592,42119,28558,28339,25133,21598,21909,25364
2017-04-01,54,41609,40359,29294,27289,25257,21919,21669,26740
2017-04-01,55,45887,41398,30288,27691,25044,22361,21080,29193
2017-04-01,56,45192,41985,30159,26569,24907,22470,22256,27003
2017-04-01,57,40620,40373,32395,27451,24480,21616,21889,27423
2017-04-01,58,43163,37465,30590,26934,23763,21360,22369,28246
2017-05-01,1,46694,41873,26670,22886,24808,21818,22223,24512
2017-05-01,2,77147,71888,49513,40335,39910,33214,31058,45051
2017-05-01,3,85730,73829,50566,41148,39910,32823,31960,45849
2017-05-01,4,112947,108975,64024,60182,53661,42554,39023,62318
2017-05-01,5,118265,107970,65291,57830,52021,41092,38862,61261
2017-05-01,6,75482,72608,49189,38687,39391,34472,32877,43848
2017-05-01,7,102399,101083,65538,55118,56505,41698,38165,64817
2017-05-01,8,44584,37564,27229,23967,25938,21700,22389,23263
2017-05-01,9,114752,97709,64913,52777,56549,42803,36819,59242
2017-05-01,10,73529,69150,46796,39503,39036,32155,32779,46098
2017-05-01,11,43942,38568,26581,22960,25104,23135,21751,24725
2017-05-01,12,104941,98016,67598,54440,52194,40946,39634,59817
2017-05-01,13,81445,74758,48060,41884,38646,31535,30709,42551
2017-05-01,14,80082,69710,49535,37684,39787,30411,32282,43949
2017-05-01,15,79238,68826,47477,43232,36541,32476,30172,44839
2017-05-01,16,109060,102182,66721,58310,53159,42870,38350,63699
2017-05-01,17,112456,96076,67512,56284,53086,39345,41750,61757
2017-05-01,18,77851,67653,49023,39851,37565,32685,30576,46790
2017-05-01,19,110445,93077,69800,54120,56059,41373,39605,61670
2017-05-01,20,81869,71205,49539,40307,39625,31599,30650,46909
2017-05-01,21,81096,72631,51109,38287,37946,33946,31008,44991
2017-05-01,22,121611,105415,69310,54014,51331,40465,38363,60513
2017-05-01,23,111145,97775,66664,55936,52639,40448,39069,62467
2017-05-01,24,79329,70223,50914,39459,39454,31696,30481,43501
2017-05-01,25,112705,98560,70833,54541,53545,40245,37577,56875
2017-05-01,26,78388,73911,47595,40066,35704,31088,31788,44260
2017-05-01,27,83075,75483,49210,41107,40661,32376,30740,45831
2017-05-01,28,77716,72137,47503,39089,39886,30727,30574,43481
2017-05-01,29,80393,68893,49657,39495,35873,31561,29854,42867
2017-05-01,30,77555,71054,50713,40977,39696,34238,31094,43302
2017-05-01,31,113511,98334,67744,55538,53794,43321,40914,63649
2017-05-01,32,44628,40007,27820,21602,25414,22162,22271,26700
2017-05-01,33,44415,39986,25752,21822,25253,22855,23303,25435
2017-05-01,34,81135,76350,47645,38985,38745,34731,30932,43134
2017-05-01,35,43369,38244,27617,22565,25134,21934,20972,25329
2017-05-01,36,42499,41180,26236,23251,25174,21244,21160,24796
2017-05-01,37,45287,39971,28367,23011,24349,22597,22477,25297
2017-05-01,38,42584,41040,28536,23975,24925,22948,21798,24083
2017-05-01,39,74268,73174,48011,41108,39974,31008,30425,45417
2017-05-01,40,79115,74194,49681,39149,39466,31831,30992,43088
2017-05-01,41,81433,69144,52700,39533,37182,32637,31518,44107
2017-05-01,42,45490,43160,27988,23164,26015,21681,22099,23409
2017-05-01,43,45088,38089,29067,23180,24484,21481,23114,24103
2017-05-01,44,47124,39181,29092,22976,24166,22304,21151,23884
2017-05-01,45,44133,39156,28358,21709,26364,22626,21731,25680
2017-05-01,46,43618,38385,28807,24056,24962,21525,21864,23748
2017-05-01,47,75766,70862,50503,41046,37142,32396,30840,43640
2017-05-01,48,80154,71705,48328,40408,36278,30779,30116,48374
2017-05-01,49,44260,40111,27293,24538,24332,22895,20867,25199
2017-05-01,50,43723,41201,27227,23304,25988,22940,22360,25110
2017-05-01,51,43962,40277,27125,24127,24974,22388,21982,24886
2017-05-01,52,41575,40442,28172,23996,25212,20948,21078,23968
2017-05-01,53,44032,37007,27243,22675,24176,22553,20234,24770
2017-05-01,54,43585,37526,29323,23688,24996,21592,21775,25561
2017-05-01,55,44351,41362,29956,23719,24603,21930,22011,24105
2017-05-01,56,45536,40078,27849,23043,24441,21867,21587,25178
2017-05-01,57,42824,37628,27683,22933,25741,22246,22760,24975
2017-05-01,58,42687,41147,28147,22645,25045,23189,22057,24163
2017-06-01,1,37841,42835,27467,22181,24156,21819,20938,24150
2017-06-01,2,71538,71996,49019,37235,39531,32275,30520,45676
2017-06-01,3,73932,72145,48834,34722,36676,30686,28956,45463
2017-06-01,4,91360,95530,66067,49925,54323,39219,39735,57536
2017-06-01,5,106431,97172,73139,47935,50552,40277,37670,60830
2017-06-01,6,68639,71359,48189,34543,39834,32987,31007,43613
2017-06-01,7,101434,97981,69264,47004,51358,40179,39586,64430
2017-06-01,8,38736,41783,27497,21769,25577,21627,22503,25672
2017-06-01,9,95690,104972,64097,46409,50950,40743,37488,58128
2017-06-01,10,69456,73391,47372,32784,35955,33927,30399,42915
2017-06-01,11,39325,39529,26295,22205,24957,22597,22079,24991
2017-06-01,12,98088,100928,70173,49292,55799,36030,40349,62920
2017-06-01,13,70283,70249,48294,34730,41403,31723,32075,41562
2017-06-01,14,72473,71919,45138,36308,38600,33114,28247,44494
2017-06-01,15,70548,69286,43091,37688,39411,29964,30259,45657
2017-06-01,16,96100,98158,64875,48137,52263,39079,40092,58856
2017-06-01,17,97438,100664,69678,47316,52635,40692,38620,57458
2017-06-01,18,72739,71423,52047,34899,36104,30159,32149,44283
2017-06-01,19,98949,92981,68336,49384,54819,41315,38946,60797
2017-06-01,20,73442,73899,49110,34533,38340,33125,31042,45068
2017-06-01,21,73798,68300,50005,33892,39041,31736,29752,43183
2017-06-01,22,100989,96146,67310,47121,48536,42864,39667,58072
2017-06-01,23,106404,101042,66703,48544,56909,39847,40356,65726
2017-06-01,24,68287,69412,48346,35576,39599,32324,31931,42972
2017-06-01,25,92070,102279,70782,50351,51514,42206,39946,62673
2017-06-01,26,72243,70177,47883,36655,36804,31498,29989,46629
2017-06-01,27,72066,73085,48535,34697,37472,34358,31773,44623
2017-06-01,28,72521,73199,43718,33119,39485,31026,28806,42671
2017-06-01,29,70742,74351,48586,34778,39798,31381,30152,43495
2017-06-01,30,73503,72315,50308,34544,36884,31752,30135,45187
2017-06-01,31,101690,93722,62901,46673,54870,40396,39045,59365
2017-06-01,32,39845,39988,27854,22052,24730,22040,21652,25664
2017-06-01,33,39857,41529,28182,20883,26590,22657,21089,24935
2017-06-01,34,70616,73183,47240,36506,38806,32617,33713,42012
2017-06-01,35,39988,42427,29456,21876,24737,22792,21303,24514
2017-06-01,36,39774,36857,28448,21845,24881,23988,21411,25323
2017-06-01,37,39287,38203,28011,22447,23387,20966,22531,25701
2017-06-01,38,39452,38424,25974,21766,26580,22398,21145,24866
2017-06-01,39,72971,72401,47822,35912,39923,33064,29536,43084
2017-06-01,40,68615,76566,52226,32494,38358,30986,29713,42711
2017-06-01,41,71806,68982,50270,36661,39567,31826,31954,45461
2017-06-01,42,36240,40586,28114,21363,24980,21934,22296,25385
2017-06-01,43,40613,40257,27780,21168,24640,22264,22325,25199
2017-06-01,44,40294,40090,28448,21305,25647,21577,20519,25994
2017-06-01,45,38568,41455,27780,21408,24519,22201,21715,25687
2017-06-01,46,40272,40477,26597,22288,25864,21840,22006,24182
2017-06-01,47,69435,66734,49040,32790,36329,34270,31128,43838
2017-06-01,48,71670,65659,46943,35242,38142,31581,31741,47033
2017-06-01,49,38356,40082,27492,20422,23990,22586,22190,24962
2017-06-01,50,38326,39203,27390,20949,24196,22800,21255,25883
2017-06-01,51,38751,40177,27714,22617,25201,22179,21375,25154
2017-06-01,52,41055,39432,27755,21273,26306,22813,21776,24627
2017-06-01,53,36674,40987,27055,22648,24968,21463,21657,26230
2017-06-01,54,38668,40171,28341,21169,25457,22762,21143,24396
2017-06-01,55,37547,40646,26460,22034,26084,22620,22644,26280
2017-06-01,56,40548,41128,28460,21429,25215,21836,20740,25370
2017-06-01,57,39576,39280,28629,21908,24756,22929,22149,24514
2017-06-01,58,38231,43003,29152,21884,26678,22022,20112,25827
2017-07-01,1,40397,36922,27769,22411,25228,22669,21488,25128
2017-07-01,2,69272,74910,45645,34962,41053,32204,31626,44104
2017-07-01,3,71384,70331,47250,37456,37797,32442,31155,43232
2017-07-01,4,101372,98970,66951,49377,51130,41302,39223,60433
2017-07-01,5,97239,94736,67926,46369,53972,39993,40192,60034
2017-07-01,6,78147,70790,49780,33495,38617,33253,30964,44302
2017-07-01,7,100632,102423,65482,48505,56362,38549,42354,60796
2017-07-01,8,39636,39841,28740,21066,24656,22787,21539,24371
2017-07-01,9,100279,99135,65546,50615,53072,40958,39975,64109
2017-07-01,10,74320,73457,46033,35354,37746,32274,31708,43018
2017-07-01,11,41873,39751,29266,21133,26420,21522,20416,25635
2017-07-01,12,94788,102581,68194,48309,53755,39534,38205,64321
2017-07-01,13,71477,71172,49788,34285,39231,30544,30160,43630
2017-07-01,14,70503,76814,50860,35794,39500,30592,31536,46739
2017-07-01,15,67057,72864,46586,34405,37563,32842,29369,44889
2017-07-01,16,98805,92046,74064,48909,53616,42770,38967,63031
2017-07-01,17,96873,96955,67666,44714,53801,41729,40075,64047
2017-07-01,18,71780,70032,47213,34573,38283,33066,30412,44771
2017-07-01,19,92323,96699,70411,46824,52862,39096,39483,61316
2017-07-01,20,70425,73681,46107,33738,38362,32010,31779,47272
2017-07-01,21,69878,71926,48127,34095,39646,33154,28591,45065
2017-07-01,22,95557,98045,63858,50407,52747,41929,37872,59191
2017-07-01,23,101959,98662,67454,47313,54607,37809,42016,61055
2017-07-01,24,73079,70410,46425,34468,36941,32824,30578,44768
2017-07-01,25,99297,100063,63908,49366,51344,38880,40173,62849
2017-07-01,26,72709,77783,49452,33605,37074,31390,31496,42485
2017-07-01,27,73764,69302,44773,35554,39670,31802,31398,44230
2017-07-01,28,70427,75933,47946,35792,38250,29363,30269,43733
2017-07-01,29,70722,70601,48469,34381,37264,31764,31180,45861
2017-07-01,30,71386,73149,45785,34223,36561,33010,31591,46791
2017-07-01,31,96147,99274,73191,46070,53204,41770,40096,61508
2017-07-01,32,40383,40392,26777,22034,23959,21047,21604,24742
2017-07-01,33,42383,39069,27881,22064,25124,22249,21319,25480
2017-07-01,34,65874,70592,47101,34202,39199,32208,31973,47653
2017-07-01,35,39578,40022,26872,21181,25655,21541,21744,24450
2017-07-01,36,38639,38609,27239,22160,24067,23574,22401,25943
2017-07-01,37,39811,36598,27607,20917,24025,22382,21881,24153
2017-07-01,38,41052,40628,27344,21682,24211,21755,22291,25117
2017-07-01,39,69345,72220,48999,32858,38707,32171,30739,42728
2017-07-01,40,70449,74363,49806,34953,39730,31542,31119,47297
2017-07-01,41,70589,73044,45706,33792,38317,34167,29688,42039
2017-07-01,42,37559,41632,27171,21830,25391,22068,21284,23360
2017-07-01,43,39435,43135,27033,21927,24943,22838,21520,26147
2017-07-01,44,38001,40517,26749,22013,24633,21626,20823,24824
2017-07-01,45,40376,38519,27090,21427,25174,22354,21631,25283
2017-07-01,46,38566,37371,27119,22104,24005,22382,22672,25718
2017-07-01,47,73593,73720,46439,35077,38598,33538,31114,44240
2017-07-01,48,67655,70539,45180,34923,38794,34928,31139,45117
2017-07-01,49,40451,39795,28995,21050,25171,23106,22260,26080
2017-07-01,50,37784,37471,28311,22045,25586,22846,21500,25221
2017-07-01,51,39241,43842,28121,21815,25142,21945,21043,26330
2017-07-01,52,38499,40552,28183,22315,25278,22359,21141,24390
2017-07-01,53,38687,42012,28057,21371,24544,22273,21571,25617
2017-07-01,54,36356,37861,28259,20912,24810,22128,22346,23885
2017-07-01,55,37828,42090,27756,22467,24794,21714,22192,24714
2017-07-01,56,39938,39405,28433,20619,24287,22084,21772,24427
2017-07-01,57,37912,38082,26006,21619,25856,21309,21754,24701
2017-07-01,58,37902,41427,26415,21294,24113,22264,21456,25230
2017-08-01,1,40274,41957,27172,20907,25540,22057,20713,28873
2017-08-01,2,70614,75635,47812,31550,38067,31261,30339,51487
2017-08-01,3,66839,74590,49535,34694,39318,29854,31731,48790
2017-08-01,4,98132,101843,64809,45003,54416,39696,38460,68585
2017-08-01,5,100532,95534,64307,48837,53173,40645,37208,71401
2017-08-01,6,68457,70685,51299,36484,38260,31530,31679,48231
2017-08-01,7,98179,95853,68465,48432,52296,41667,37945,70222
2017-08-01,8,37389,40250,27495,21011,24992,22278,22065,26231
2017-08-01,9,93295,98717,69606,48719,51326,42059,39428,70265
2017-08-01,10,75265,71487,49324,36607,38070,31106,32091,48953
2017-08-01,11,40445,38151,27435,21857,25080,22890,20796,25987
2017-08-01,12,97222,99438,70266,46038,51843,39514,37773,67308
2017-08-01,13,72920,70359,51799,35298,37056,33045,30666,47221
2017-08-01,14,70825,70604,46551,33455,40384,31083,29140,50386
2017-08-01,15,70835,70776,48107,35966,39872,35874,31908,48962
2017-08-01,16,100482,99604,68160,47059,53762,39590,38492,63956
2017-08-01,17,97391,98452,63420,51195,55245,42167,37598,68480
2017-08-01,18,72442,75363,46589,36054,35562,32429,30984,54332
2017-08-01,19,97563,100502,66248,49074,51916,38531,41035,68354
2017-08-01,20,73070,71222,49009,35312,39517,31597,30553,49463
2017-08-01,21,67070,69697,49798,33448,38132,31255,32160,48436
2017-08-01,22,98633,96099,69736,47263,54489,39486,37489,72073
2017-08-01,23,95684,100428,68029,48806,51579,42761,39352,68566
2017-08-01,24,70766,68042,51332,35212,39949,32150,30697,52464
2017-08-01,25,100479,97849,65551,48945,53298,39512,41139,68593
2017-08-01,26,70865,71010,49376,38007,37422,32602,32724,52742
2017-08-01,27,71234,77826,48098,35458,37744,30290,31604,47275
2017-08-01,28,70706,70016,47723,33564,40513,33540,31411,50940
2017-08-01,29,67777,68885,50415,35142,40208,33581,31916,48634
2017-08-01,30,68715,73010,50852,36238,39309,31463,30706,49820
